PREGUNTA,Parte,Dificultad,OPCION_CORRECTA,TEXTO,Discriminacion,_,__
Choose the most appropriate response to this statement.<br><br>Wow! There are a lot of people here. And look! more people are coming.,1.0,1.6556468290000002,N,"c) Yes, there are many people looking",1.0,0.0,0.0
Choose the most appropriate response to this statement.<br><br>Wow! There are a lot of people here. And look! more people are coming.,1.0,1.6556468290000002,N,"b) No, many people look sad",1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>Everything happened so quickly. Even if I had tried to do something, I would have failed.",3.0,1.82521591,N,"c) The person tried doing something to prevent the situation, but failed.",1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>Everything happened so quickly. Even if I had tried to do something, I would have failed.",3.0,1.82521591,N,b) The situation could have been prevented if the person had reacted more quickly.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>Everything happened so quickly. Even if I had tried to do something, I would have failed.",3.0,1.82521591,S,a) There is nothing the person could have done to avoid the situation.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>Global warming wouldn&#146;t be a problem now if human beings had become environmentally conscious 30 years ago.,3.0,0.264442474,S,c) We should have started taking care of the planet 30 years ago.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>Global warming wouldn&#146;t be a problem now if human beings had become environmentally conscious 30 years ago.,3.0,0.264442474,N,b) Global warming is a problem even though we are environmentally conscious about it.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>Global warming wouldn&#146;t be a problem now if human beings had become environmentally conscious 30 years ago.,3.0,0.264442474,N,"a) Human beings have become more conscious about global warming, but there is nothing we can do now.",1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>High school students should be allowed to choose their own courses.,3.0,-0.5364934122999999,N,c) The courses can be selected by students.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>High school students should be allowed to choose their own courses.,3.0,-0.5364934122999999,S,b) Courses ought to be selected by high school students themselves.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>High school students should be allowed to choose their own courses.,3.0,-0.5364934122999999,N,a) Students should allow teachers to choose the courses.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>Honey, if I had known you wanted to see it that much, I would have certainly recorded it.",3.0,1.435050401,N,a) The woman recorded the movie because she knew her husband wanted to see it.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>Honey, if I had known you wanted to see it that much, I would have certainly recorded it.",3.0,1.435050401,N,b) The woman didn&#146;t record the film even though she knew her husband wanted to see it.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>Honey, if I had known you wanted to see it that much, I would have certainly recorded it.",3.0,1.435050401,S,c) The woman didn&#146;t record the movie since she didn&#146;t know her husband liked the film that much.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>If he hadn&#146;t fallen asleep while driving, he wouldn&#146;t have crashed his car.",3.0,-0.7073282951000001,N,c) He couldn&#146;t fall asleep because he crashed his car.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>If he hadn&#146;t fallen asleep while driving, he wouldn&#146;t have crashed his car.",3.0,-0.7073282951000001,S,"b) He crashed his car, because he fell asleep while driving.",1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>If he hadn&#146;t fallen asleep while driving, he wouldn&#146;t have crashed his car.",3.0,-0.7073282951000001,N,a) He fell asleep when he crashed his car.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>If Jack had followed the instructions in the manual, his new DVD player wouldn&#146;t have broken down.",3.0,-0.6415751984,N,"c) Jack followed the instructions in the manual, but the DVD player didn&#146;t work.",1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>If Jack had followed the instructions in the manual, his new DVD player wouldn&#146;t have broken down.",3.0,-0.6415751984,N,b) Jack didn&#146;t read the instructions because the DVD didn&#146;t bring any.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>If Jack had followed the instructions in the manual, his new DVD player wouldn&#146;t have broken down.",3.0,-0.6415751984,S,a) Jack&#146;s DVD player broke down because he didn&#146;t follow the instructions.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>If the wind hadn&#146;t been so strong, the bridge wouldn&#146;t have collapsed.",3.0,-0.5422362368,N,c) The bridge would have collapsed even if the wind hadn&#146;t been so strong.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>If the wind hadn&#146;t been so strong, the bridge wouldn&#146;t have collapsed.",3.0,-0.5422362368,N,b) The bridge was so strong that the wind couldn&#146;t collapse it.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>If the wind hadn&#146;t been so strong, the bridge wouldn&#146;t have collapsed.",3.0,-0.5422362368,S,a) The wind was so strong that the bridge collapsed.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>It is mandatory that every food sample be enriched with vitamins.,3.0,-0.4029871261,S,c) The food samples have to be enriched with vitamins.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>It is mandatory that every food sample be enriched with vitamins.,3.0,-0.4029871261,N,b) It is important that the samples be enriched.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>It is mandatory that every food sample be enriched with vitamins.,3.0,-0.4029871261,N,a) The samples can be enriched if necessary.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>I wouldn&#146;t have believed it if I hadn&#146;t seen it with my very own eyes.,3.0,-1.140855668,N,c) I&#146;m not sure it happened because I didn&#146;t see it.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>I wouldn&#146;t have believed it if I hadn&#146;t seen it with my very own eyes.,3.0,-1.140855668,S,b) I know it happened because I saw it.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>I wouldn&#146;t have believed it if I hadn&#146;t seen it with my very own eyes.,3.0,-1.140855668,N,a) I won&#146;t believe what you say until I see it.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>Now, she regrets that she didn&#146;t come to John&#146;s wedding. If she had come she would have enjoyed herself.",3.0,-0.7858799761,N,c) She feels she shouldn&#146;t have enjoyed herself that much at the wedding.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>Now, she regrets that she didn&#146;t come to John&#146;s wedding. If she had come she would have enjoyed herself.",3.0,-0.7858799761,S,b) She&#146;s sure now that she shouldn&#146;t have missed John&#146;s wedding.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>Now, she regrets that she didn&#146;t come to John&#146;s wedding. If she had come she would have enjoyed herself.",3.0,-0.7858799761,N,a) She enjoyed so much the fact that she missed John&#146;s wedding.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>Simon has gone on holiday and I really need to speak to him. I wish he had given me his phone number.,3.0,-0.8591879392,N,c) I will call Simon even though he is on vacation.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>Simon has gone on holiday and I really need to speak to him. I wish he had given me his phone number.,3.0,-0.8591879392,S,"b) If I had Simon&#146;s phone number, I would call him.",1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>Simon has gone on holiday and I really need to speak to him. I wish he had given me his phone number.,3.0,-0.8591879392,N,"a) If Simon weren&#146;t on vacation, I would call him.",1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>The police officer said the burglars wouldn&#146;t have broken into the house if the woman had closed all the doors and windows.,3.0,-0.5667358699,S,c) The burglars broke into the house because the woman left all the doors and windows open.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>The police officer said the burglars wouldn&#146;t have broken into the house if the woman had closed all the doors and windows.,3.0,-0.5667358699,N,b) The burglars didn&#146;t break into the house because the woman had closed all the doors and windows.,1.0,0.0,0.0
Choose the option closest in meaning to the statement.<br><br>The police officer said the burglars wouldn&#146;t have broken into the house if the woman had closed all the doors and windows.,3.0,-0.5667358699,N,a) The woman didn&#146;t allow the burglars to break in because she closed all the doors and windows.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>""We should know by Thursday whether our proposal has been approved.""",3.0,1.3271132829999999,N,c) We know that the proposal was approved last Thursday.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>""We should know by Thursday whether our proposal has been approved.""",3.0,1.3271132829999999,S,b) We will be kept waiting no later than Thursday to hear the news.,1.0,0.0,0.0
"Choose the option closest in meaning to the statement.<br><br>""We should know by Thursday whether our proposal has been approved.""",3.0,1.3271132829999999,N,a) They have already approved our proposal.,1.0,0.0,0.0
"Choose the option that best completes what the speaker would say next.<br><br>After 20 minutes, I had had enough.",3.0,1.092444325,N,c) I even read the movie credits.,1.0,0.0,0.0
"Choose the option that best completes what the speaker would say next.<br><br>After 20 minutes, I had had enough.",3.0,1.092444325,N,b) It was an excellent short film.,1.0,0.0,0.0
"Choose the option that best completes what the speaker would say next.<br><br>After 20 minutes, I had had enough.",3.0,1.092444325,S,a) The film was rubbish.,1.0,0.0,0.0
Choose the option that best completes what the speaker would say next.<br><br>That&#146;s it. I&#146;ve had enough!,3.0,-0.06998374307,N,c) You are welcome. Stop by again.,1.0,0.0,0.0
Choose the option that best completes what the speaker would say next.<br><br>That&#146;s it. I&#146;ve had enough!,3.0,-0.06998374307,N,b) Stay for as long as you want.,1.0,0.0,0.0
Choose the option that best completes what the speaker would say next.<br><br>That&#146;s it. I&#146;ve had enough!,3.0,-0.06998374307,S,a) Leave the class immediately.,1.0,0.0,0.0
Choose the option that best completes what the speaker would say next.<br><br>This apartment isn&#146;t big enough for the two of us.,3.0,1.167761051,N,b) We should both move to a smaller one.,1.0,0.0,0.0
Choose the option that best completes what the speaker would say next.<br><br>This apartment isn&#146;t big enough for the two of us.,3.0,1.167761051,S,a) One of us should move out.,1.0,0.0,0.0
Choose the option that best completes what the speaker would say next.<br><br>This apartment isn&#146;t big enough for the two of us.,3.0,1.167761051,N,c) I&#146;m glad we&#146;re comfortable enough.,1.0,0.0,0.0
Choose the option that best explains what the speaker says.<br><br>I have little time for people who never listen to anyone else but themselves.,3.0,0.8630212975,N,a) I&#146;m all ears for them.,1.0,0.0,0.0
Choose the option that best explains what the speaker says.<br><br>I have little time for people who never listen to anyone else but themselves.,3.0,0.8630212975,S,b) I&#146;m not that interested in wasting my time with those people.,1.0,0.0,0.0
Choose the option that best explains what the speaker says.<br><br>I have little time for people who never listen to anyone else but themselves.,3.0,0.8630212975,N,c) People say I&#146;m always willing to listen to everybody.,1.0,0.0,0.0
Choose the option that best explains what the speaker says.<br><br>Jordan gave very few reasons for closing down the bar.,3.0,0.5189714639,N,a) We all know why he closed it.,1.0,0.0,0.0
Choose the option that best explains what the speaker says.<br><br>Jordan gave very few reasons for closing down the bar.,3.0,0.5189714639,N,b) He closed it because of the many reasons he gave us.,1.0,0.0,0.0
Choose the option that best explains what the speaker says.<br><br>Jordan gave very few reasons for closing down the bar.,3.0,0.5189714639,S,c) We are not very sure why he closed it.,1.0,0.0,0.0
Choose the option that best explains what the speaker says.<br><br>Too many people were booked on the flight.,3.0,1.016852882,N,c) The plane was almost full.,1.0,0.0,0.0
Choose the option that best explains what the speaker says.<br><br>Too many people were booked on the flight.,3.0,1.016852882,N,b) The airline gave away booklets about safety measures.,1.0,0.0,0.0
Choose the option that best explains what the speaker says.<br><br>Too many people were booked on the flight.,3.0,1.016852882,S,a) There weren&#146;t enough seats for everyone.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next<br><br>I cannot put up with their extravagance anymore.,2.0,0.2909093968,N,c) They&#8217;ve never had luxurious things.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next<br><br>I cannot put up with their extravagance anymore.,2.0,0.2909093968,N,b) They&#146;ve always been very humble.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next<br><br>I cannot put up with their extravagance anymore.,2.0,0.2909093968,S,a) They&#8217;ve just bought a brand new sports car.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next<br><br>I desperately wanted to talk to you on thursday.,2.0,1.234052577,N,c) Our meeting on thursday was unexpected.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next<br><br>I desperately wanted to talk to you on thursday.,2.0,1.234052577,N,b) That&#8217;s why I haven&#8217;t called.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next<br><br>I desperately wanted to talk to you on thursday.,2.0,1.234052577,S,a) I haven&#8217;t seen you for ages. ,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>I have never been fond of extreme sports.,2.0,0.41925476729999994,S,"c) I have tried snowboarding, but it wasn&#146;t my thing",1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>I have never been fond of extreme sports.,2.0,0.41925476729999994,N,b) I haven&#146;t gone to any extreme yet.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>I have never been fond of extreme sports.,2.0,0.41925476729999994,N,a) I have never been an extremist.,1.0,0.0,0.0
"Choose the phrase or statement that best represents what the speaker would say next.<br><br>It&#146;s started raining. Because of this, we can&#146;t go.",3.0,0.9446753523,N,a) So hurry up or we&#8217;ll never get there on time.,1.0,0.0,0.0
"Choose the phrase or statement that best represents what the speaker would say next.<br><br>It&#146;s started raining. Because of this, we can&#146;t go.",3.0,0.9446753523,S,b) Sorry kids! Unpack your suitcases.  ,1.0,0.0,0.0
"Choose the phrase or statement that best represents what the speaker would say next.<br><br>It&#146;s started raining. Because of this, we can&#146;t go.",3.0,0.9446753523,N,c) Sorry kids! You&#146;d better pack your suitcases.,1.0,0.0,0.0
"Choose the phrase or statement that best represents what the speaker would say next.<br><br>It was a windy and rainy night. Nevertheless, I decided to go out.",3.0,-0.532217128,N,b) That&#8217;s why we didn&#8217;t need to take our coats.,1.0,0.0,0.0
"Choose the phrase or statement that best represents what the speaker would say next.<br><br>It was a windy and rainy night. Nevertheless, I decided to go out.",3.0,-0.532217128,N,c) I really hadn&#8217;t expected it to rain before leaving the house.,1.0,0.0,0.0
"Choose the phrase or statement that best represents what the speaker would say next.<br><br>It was a windy and rainy night. Nevertheless, I decided to go out.",3.0,-0.532217128,S,"a) As you can imagine, that&#146;s why I&#146;m this ill.",1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>No one seems to be a bookworm around here.,2.0,-0.6058974621000001,N,c) Those books have been on that shelf for just a short time.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>No one seems to be a bookworm around here.,2.0,-0.6058974621000001,N,b) Those books have fallen from that shelf for fifteen years.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>No one seems to be a bookworm around here.,2.0,-0.6058974621000001,S,a) Those books have been on that shelf for fifteen years.,1.0,0.0,0.0
"Choose the phrase or statement that best represents what the speaker would say next<br><br>Oh, my God. When&#146;s she going to stop eating?",2.0,-0.4983302061,S,c) She has already eaten five slices of pizza.,1.0,0.0,0.0
"Choose the phrase or statement that best represents what the speaker would say next<br><br>Oh, my God. When&#146;s she going to stop eating?",2.0,-0.4983302061,N,b) She hasn&#146;t even tried the appetizer.,1.0,0.0,0.0
"Choose the phrase or statement that best represents what the speaker would say next<br><br>Oh, my God. When&#146;s she going to stop eating?",2.0,-0.4983302061,N,a) She&#8217;s just paid the bill and left the restaurant.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>She's having one of her bad moods.,2.0,-0.3938412209,S,c) She's  been staying up late.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>She's having one of her bad moods.,2.0,-0.3938412209,N,b) She's been catching up on sleep.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>She's having one of her bad moods.,2.0,-0.3938412209,N,a) She had a lot of fun this morning.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>Shirley can&#146;t go skiing that often any more.,2.0,-1.155908804,N,c) She&#146;s had those skis for months!,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>Shirley can&#146;t go skiing that often any more.,2.0,-1.155908804,S,b) She&#146;s been working full time lately.,1.0,0.0,0.0
Choose the phrase or statement that best represents what the speaker would say next.<br><br>Shirley can&#146;t go skiing that often any more.,2.0,-1.155908804,N,a) She goes skiing more than anybody else.,1.0,0.0,0.0
"Choose the sentence closest in meaning to the one below.<br><br>Catherine is a speech major, as is her sister.",2.0,0.36851766020000004,S,c. Catherine and her sister study the same subject.,1.0,0.0,0.0
"Choose the sentence closest in meaning to the one below.<br><br>Catherine is a speech major, as is her sister.",2.0,0.36851766020000004,N,b. Catherine's sibling speaks mostly like her .,1.0,0.0,0.0
"Choose the sentence closest in meaning to the one below.<br><br>Catherine is a speech major, as is her sister.",2.0,0.36851766020000004,N,a. Catherine is a better speech major than her sister.,1.0,0.0,0.0
Choose the sentence closest in meaning to the one below.<br><br>It was surprising that Jack adapted to his new surroundings faster than his wife. ,2.0,-0.2677949676,S,c) Jack adapted well to his new environment. ,1.0,0.0,0.0
Choose the sentence closest in meaning to the one below.<br><br>It was surprising that Jack adapted to his new surroundings faster than his wife. ,2.0,-0.2677949676,N,b) Jack was surprised by his adaptability to his new surroundings.,1.0,0.0,0.0
Choose the sentence closest in meaning to the one below.<br><br>It was surprising that Jack adapted to his new surroundings faster than his wife. ,2.0,-0.2677949676,N,a) Jack was surrounded by surprises.,1.0,0.0,0.0
"Choose the sentence closest in meaning to the one below.<br><br>Like her predecessor, Julia takes many coffee breaks during her shift.",2.0,-0.5033126065,S,c) Julia&#146;s coffee breaks are as numerous as her predecessor&#146;s.,1.0,0.0,0.0
"Choose the sentence closest in meaning to the one below.<br><br>Like her predecessor, Julia takes many coffee breaks during her shift.",2.0,-0.5033126065,N,b) Julia processes her coffee while attending to clients.,1.0,0.0,0.0
"Choose the sentence closest in meaning to the one below.<br><br>Like her predecessor, Julia takes many coffee breaks during her shift.",2.0,-0.5033126065,N,a) Julia likes having coffee with her predecessor.,1.0,0.0,0.0
Choose the sentence closest in meaning to the one below.<br><br>Neither of the new assistants is more competent than the other.,2.0,0.46388272490000004,N,c) The new assistant is more capable than the other one.,1.0,0.0,0.0
Choose the sentence closest in meaning to the one below.<br><br>Neither of the new assistants is more competent than the other.,2.0,0.46388272490000004,S,b) Both of the assistants are equal in abilities.,1.0,0.0,0.0
Choose the sentence closest in meaning to the one below.<br><br>Neither of the new assistants is more competent than the other.,2.0,0.46388272490000004,N,a) The competition was attended by  two competitors.,1.0,0.0,0.0
"Choose the sentence that best describes what the speakers mean.<br><br>John: I heard you really liked Sao Paulo. <br>Peter: Yes, it&#146;s the best city I&#146;ve ever visited in the southern part of the country. The trip to the Brazilian south is quite exhausting, though.",3.0,0.8398698551,N,c) Going to the Brazilian south is the best thing that Peter has experienced.,1.0,0.0,0.0
"Choose the sentence that best describes what the speakers mean.<br><br>John: I heard you really liked Sao Paulo. <br>Peter: Yes, it&#146;s the best city I&#146;ve ever visited in the southern part of the country. The trip to the Brazilian south is quite exhausting, though.",3.0,0.8398698551,S,"b) Sao Paulo, which is located in the south, is Peter&#146;s favorite city.",1.0,0.0,0.0
"Choose the sentence that best describes what the speakers mean.<br><br>John: I heard you really liked Sao Paulo. <br>Peter: Yes, it&#146;s the best city I&#146;ve ever visited in the southern part of the country. The trip to the Brazilian south is quite exhausting, though.",3.0,0.8398698551,N,a) Sao Paulo is the best city in the Brazilian south. ,1.0,0.0,0.0
Choose the sentence that best describes what the speakers mean.<br><br>Phil: I&#146;m never going back there! <br>Laura: I&#146;m sorry if I ever recommended you that mechanic.,3.0,-1.455668784,S,c) Phil really disliked the mechanic Laura recommended.,1.0,0.0,0.0
Choose the sentence that best describes what the speakers mean.<br><br>Phil: I&#146;m never going back there! <br>Laura: I&#146;m sorry if I ever recommended you that mechanic.,3.0,-1.455668784,N,"b) Laura, who is Peter&#146;s best friend, will never go back to that mechanic.",1.0,0.0,0.0
Choose the sentence that best describes what the speakers mean.<br><br>Phil: I&#146;m never going back there! <br>Laura: I&#146;m sorry if I ever recommended you that mechanic.,3.0,-1.455668784,N,a) The mechanic recommended by Laura will never go back to Phil&#146;s house.,1.0,0.0,0.0
"Choose the sentence that best describes what the speakers mean. <br><br>Ron: Let&squo;s get rid of that maid, the chores are never done on time and she&squo;s mean to the kids. <br>Linda: But we just hired her!",3.0,0.8104623370999999,N,"c) The maid, who&squo;s mean to the kids, plans to leave them very soon.<br>",1.0,0.0,0.0
"Choose the sentence that best describes what the speakers mean. <br><br>Ron: Let&squo;s get rid of that maid, the chores are never done on time and she&squo;s mean to the kids. <br>Linda: But we just hired her!",3.0,0.8104623370999999,S,"b) The maid they just hired, isn&#146;t doing her job properly.",1.0,0.0,0.0
"Choose the sentence that best describes what the speakers mean. <br><br>Ron: Let&squo;s get rid of that maid, the chores are never done on time and she&squo;s mean to the kids. <br>Linda: But we just hired her!",3.0,0.8104623370999999,N,a) They dislike the maid who wants to get rid of the kids.,1.0,0.0,0.0
Choose the sentence that best describes what the speaker would say next.<br><br>Excuse me. Could you tell me where the nearest pub is?,3.0,0.08463905002000001,N,c) That&#146;s where I met my wife.,1.0,0.0,0.0
Choose the sentence that best describes what the speaker would say next.<br><br>Excuse me. Could you tell me where the nearest pub is?,3.0,0.08463905002000001,N,b) I really want to get those shoes I told you.,1.0,0.0,0.0
Choose the sentence that best describes what the speaker would say next.<br><br>Excuse me. Could you tell me where the nearest pub is?,3.0,0.08463905002000001,S,a) I feel like drinking some beers tonight.,1.0,0.0,0.0
"Choose the sentence that best describes what the speaker would say next.<br><br>""I just got to the airport.""",3.0,0.992215011,N,a) Could you tell me what country this is?,1.0,0.0,0.0
"Choose the sentence that best describes what the speaker would say next.<br><br>""I just got to the airport.""",3.0,0.992215011,N,c) Did you know I can get to the bus station?,1.0,0.0,0.0
"Choose the sentence that best describes what the speaker would say next.<br><br>""I just got to the airport.""",3.0,0.992215011,S,b) I wonder if you could pick me up.,1.0,0.0,0.0
Choose the sentence that best describes what the speaker would say next.<br><br>That&#146;s it! I&#146;ve had it with you two.,3.0,-0.5676586577,N,c) I wonder why you&#146;re being so kind.,1.0,0.0,0.0
Choose the sentence that best describes what the speaker would say next.<br><br>That&#146;s it! I&#146;ve had it with you two.,3.0,-0.5676586577,N,b) Do you know where I can find others like you?,1.0,0.0,0.0
Choose the sentence that best describes what the speaker would say next.<br><br>That&#146;s it! I&#146;ve had it with you two.,3.0,-0.5676586577,S,a) Don&#146;t you know how people should behave?,1.0,0.0,0.0
Choose the sentence that best explains what the speaker mean.<br><br>Did you remember to visit your grandma in hospital?,2.0,0.6944107289,N,c) Do you remember visiting your grandma when she was in hospital?,1.0,0.0,0.0
Choose the sentence that best explains what the speaker mean.<br><br>Did you remember to visit your grandma in hospital?,2.0,0.6944107289,S,b) Did you visit your grandma in hospital?,1.0,0.0,0.0
Choose the sentence that best explains what the speaker mean.<br><br>Did you remember to visit your grandma in hospital?,2.0,0.6944107289,N,a) Do you remember the time you visited your grandma when she was sick?,1.0,0.0,0.0
Choose the sentence that best explains what the speaker mean.<br> <br>Jeremy is looking forward to finishing his degree before the fall.,2.0,0.9647183092,N,b) The temperature of Jeremy&#8217;s room dropped several degrees in the fall.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker mean.<br> <br>Jeremy is looking forward to finishing his degree before the fall.,2.0,0.9647183092,N,a) Jeremy is looking for a degree.<br>,1.0,0.0,0.0
Choose the sentence that best explains what the speaker mean.<br> <br>Jeremy is looking forward to finishing his degree before the fall.,2.0,0.9647183092,S,c) Jeremy is excited about his graduation.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker mean.<br><br>The company&#146;s president delayed paying the union workers.,2.0,-1.5826559080000002,N,c) The union workers got their salary on time.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker mean.<br><br>The company&#146;s president delayed paying the union workers.,2.0,-1.5826559080000002,N,a) The president arrived late to the union meeting.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker mean.<br><br>The company&#146;s president delayed paying the union workers.,2.0,-1.5826559080000002,S,b) The president put off paying the employees.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>After the holidays it takes me a week to get used to getting up early again.,2.0,-0.6928408034,N,"c) During the holidays, it was hard for him to get up early.",1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>After the holidays it takes me a week to get used to getting up early again.,2.0,-0.6928408034,N,b) He&#8217;s used to getting up early on the holidays.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>After the holidays it takes me a week to get used to getting up early again.,2.0,-0.6928408034,S,a) He doesn&#8217;t usually get up early on vacation.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>At first , it was difficult for her to speak French all the time, but she has gotten used to it now.",2.0,1.4088116430000002,N,c) She  used to be a lot more fluent before.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>At first , it was difficult for her to speak French all the time, but she has gotten used to it now.",2.0,1.4088116430000002,N,b) She could communicate in French without any problem.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>At first , it was difficult for her to speak French all the time, but she has gotten used to it now.",2.0,1.4088116430000002,S,a) She didn&#146;t use to speak French well.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Bill&squo;s acupuncturist recommended  he stop smoking.,2.0,-0.2051090409,N,c) Bill had to stop smoking because he was at the acupuncturist&#146;s.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Bill&squo;s acupuncturist recommended  he stop smoking.,2.0,-0.2051090409,S,b) Bill&#146;s health is at great risk.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Bill&squo;s acupuncturist recommended  he stop smoking.,2.0,-0.2051090409,N,a) Bill&#146;s acupuncturist really had health problems for smoking so much.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br><br>I really want to find out whether animals have feelings.,3.0,0.9663927114,S,c) The speaker wants to know if animals  have feelings.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br><br>I really want to find out whether animals have feelings.,3.0,0.9663927114,N,b) The speaker believes  animals can&#146;t  feel.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br><br>I really want to find out whether animals have feelings.,3.0,0.9663927114,N,a) The speaker wants to find animals with feelings.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Every night after school, our father would check our notebooks to make sure we had done our homework.",2.0,0.2238892693,S,c) My father always checked our homework to see if we had done it or not.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Every night after school, our father would check our notebooks to make sure we had done our homework.",2.0,0.2238892693,N,b) My father would check our homework if we had done it.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Every night after school, our father would check our notebooks to make sure we had done our homework.",2.0,0.2238892693,N,a) We always did homework before our father arrived home.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Families used to get together to listen to the radio.,2.0,0.1639710562,S,"c) They listened to the radio together, but not anymore.",1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Families used to get together to listen to the radio.,2.0,0.1639710562,N,b) They still listen to  the radio.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Families used to get together to listen to the radio.,2.0,0.1639710562,N,a) They never listened to the radio.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>""Gee! I wonder what Jane&#146;s problem is.""",3.0,0.9274301064,N,b) The speaker knows why Jane is acting that way.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>""Gee! I wonder what Jane&#146;s problem is.""",3.0,0.9274301064,N,c) Jane&#146;s always had the same attitude.,1.0,0.0,0.0
